theta_deg	I
1.23275	3.0091251E-004
1.23425	2.5877557E-004
1.23575	2.2992096E-004
1.23725	2.0358538E-004
1.23875	1.8091391E-004
1.24025	1.7816585E-004
1.24175	1.8205894E-004
1.24325	1.9579922E-004
1.24475	2.1274558E-004
1.24625	2.3358503E-004
1.24775	2.6747776E-004
1.24925	2.9633238E-004
1.25075	3.2770608E-004
1.25225	3.6572092E-004
1.25375	3.8999540E-004
1.25525	4.0877381E-004
1.25675	4.2136910E-004
1.25825	4.3602544E-004
1.25975	4.4037649E-004
1.26125	4.2778123E-004
1.26275	4.2274315E-004
1.26425	4.0854482E-004
1.26575	3.8014818E-004
1.26725	3.5060660E-004
1.26875	3.2220996E-004
1.27025	2.9129430E-004
1.27175	2.4938639E-004
1.27325	2.1984475E-004
1.27475	1.9465420E-004
1.27625	1.7129570E-004
1.27775	1.5251730E-004
1.27925	1.3717396E-004
1.28075	1.4060905E-004
1.28225	1.4999823E-004
1.28375	1.6076147E-004
1.28525	1.7908188E-004
1.28675	2.0450140E-004
1.28825	2.3266902E-004
1.28975	2.6129463E-004
1.29125	2.8785921E-004
1.29275	3.1465277E-004
1.29425	3.3388918E-004
1.29575	3.4236241E-004
1.29725	3.5289663E-004
1.29875	3.5839272E-004
1.30025	3.5358363E-004
1.30175	3.4854552E-004
1.30325	3.3114114E-004
1.30475	3.1625581E-004
1.30625	2.9404234E-004
1.30775	2.7022584E-004
1.30925	2.3908116E-004
1.31075	2.0999752E-004
1.31225	1.8892909E-004
1.31375	1.6442557E-004
1.31525	1.4564714E-004
1.31675	1.2732676E-004
1.31825	1.2022760E-004
1.31975	1.1518950E-004
1.32125	1.1610551E-004
1.32275	1.2549471E-004
1.32425	1.3877700E-004
1.32575	1.6190649E-004
1.32725	1.9213515E-004
1.32875	2.2396684E-004
1.33025	2.4984442E-004
1.33175	2.7388992E-004
1.33325	3.0251555E-004
1.33475	3.1121774E-004
1.33625	3.1373679E-004
1.33775	3.2014892E-004
1.33925	3.2037791E-004
1.34075	3.2060689E-004
1.34225	3.0480558E-004
1.34375	2.9106528E-004
1.34525	2.7297391E-004
1.34675	2.4137122E-004
1.34825	2.1480664E-004
1.34975	1.8366198E-004
1.35125	1.5801341E-004
1.35275	1.3396790E-004
1.35425	1.1725054E-004
1.35575	1.0602929E-004
1.35725	9.9388155E-005
1.35875	9.6182077E-005
1.36025	9.3892035E-005
1.36175	1.0351024E-004
1.36325	1.1793755E-004
1.36475	1.3396789E-004
1.36625	1.5114325E-004
1.36775	1.7839484E-004
1.36925	2.0221138E-004
1.37075	2.2900496E-004
1.37225	2.4961540E-004
1.37375	2.7457692E-004
1.37525	2.9358434E-004
1.37675	3.0411856E-004
1.37825	3.1717183E-004
1.37975	3.1075967E-004
1.38125	3.0091251E-004
1.38275	2.8534015E-004
1.38425	2.6633273E-004
1.38575	2.4503531E-004
1.38725	2.1572267E-004
1.38875	1.9282215E-004
1.39025	1.6763160E-004
1.39175	1.4175406E-004
1.39325	1.2045660E-004
1.39475	9.8930126E-005
1.39625	8.5647836E-005
1.39775	8.1296748E-005
1.39925	8.1983773E-005
1.40075	8.8624911E-005
1.40225	1.0740332E-004
1.40375	1.2434968E-004
1.40525	1.4541813E-004
1.40675	1.6694462E-004
1.40825	1.9625724E-004
1.40975	2.1915774E-004
1.41125	2.3633312E-004
1.41275	2.5465348E-004
1.41425	2.8076008E-004
1.41575	2.9793545E-004
1.41725	3.0068349E-004
1.41875	3.0984369E-004
1.42025	3.1075970E-004
1.42175	2.9679041E-004
1.42325	2.7503495E-004
1.42475	2.5144743E-004
1.42625	2.2992096E-004
1.42775	1.9625724E-004
1.42925	1.6671560E-004
1.43075	1.5183027E-004
1.43225	1.2870078E-004
1.43375	1.0763233E-004
1.43525	9.0456953E-005
1.43675	8.1296756E-005
1.43825	7.5571639E-005
1.43975	7.2136558E-005
1.44125	7.9693717E-005
1.44275	9.6411088E-005
1.44425	1.2251765E-004
1.44575	1.4496013E-004
1.44725	1.7335673E-004
1.44875	2.0450143E-004
1.45025	2.3312702E-004
1.45175	2.5579851E-004
1.45325	2.7663799E-004
1.45475	3.0159950E-004
1.45625	3.1808787E-004
1.45775	3.2450000E-004
1.45925	3.2610307E-004
1.46075	3.2129395E-004
1.46225	3.0068349E-004
1.46375	2.7938603E-004
1.46525	2.5213443E-004
1.46675	2.2373784E-004
1.46825	1.9396719E-004
1.46975	1.6694459E-004
1.47125	1.4770818E-004
1.47275	1.2503669E-004
1.47425	1.0694531E-004
1.47575	9.5724070E-005
1.47725	9.1143971E-005
1.47875	8.9082925E-005
1.48025	8.9311921E-005
1.48175	1.0053317E-004
1.48325	1.1702153E-004
1.48475	1.3717396E-004
1.48625	1.6282253E-004
1.48775	1.9396719E-004
1.48925	2.3060798E-004
1.49075	2.6908080E-004
1.49225	2.9930947E-004
1.49375	3.2633205E-004
1.49525	3.3915634E-004
1.49675	3.4304941E-004
1.49825	3.4442343E-004
1.49975	3.3686627E-004
1.50125	3.2358398E-004
1.50275	3.1075973E-004
1.50425	2.8946224E-004
1.50575	2.7182887E-004
1.50725	2.3862316E-004
1.50875	2.0976854E-004
1.51025	1.8366198E-004
1.51175	1.5366232E-004
1.51325	1.3625794E-004
1.51475	1.1335744E-004
1.51625	1.0442625E-004
1.51775	9.2747003E-005
1.51925	9.3434013E-005
1.52075	1.0488427E-004
1.52225	1.1931157E-004
1.52375	1.4999825E-004
1.52525	1.8251693E-004
1.52675	2.2030277E-004
1.52825	2.6816479E-004
1.52975	3.1259176E-004
1.53125	3.4854552E-004
1.53275	3.8129321E-004
1.53425	4.1449894E-004
1.53575	4.4152152E-004
1.53725	4.5457479E-004
1.53875	4.5549087E-004
1.54025	4.6007094E-004
1.54175	4.5205574E-004
1.54325	4.2801024E-004
1.54475	4.0304870E-004
1.54625	3.6640791E-004
1.54775	3.3343118E-004
1.54925	2.9793545E-004
1.55075	2.5488250E-004
1.55225	2.2213480E-004
1.55375	1.8870008E-004
1.55525	1.6717361E-004
1.55675	1.5205929E-004
1.55825	1.4702117E-004
1.55975	1.6579957E-004
1.56125	1.9030312E-004
1.56275	2.3106598E-004
1.56425	2.8534015E-004
1.56575	3.5633170E-004
1.56725	4.4243751E-004
1.56875	5.3266552E-004
1.57025	6.3159561E-004
1.57175	7.1838847E-004
1.57325	7.9464709E-004
1.57475	8.6518069E-004
1.57625	9.2334795E-004
1.57775	9.6136279E-004
1.57925	9.7922515E-004
1.58075	9.9113339E-004
1.58225	9.9731656E-004
1.58375	9.7510306E-004
1.58525	9.3227922E-004
1.58675	8.8052399E-004
1.58825	8.1846368E-004
1.58975	7.4083102E-004
1.59125	6.5358006E-004
1.59275	5.6976429E-004
1.59425	5.0862000E-004
1.59575	4.5915492E-004
1.59725	4.3304838E-004
1.59875	4.3991845E-004
1.60025	4.9304764E-004
1.60175	5.9380982E-004
1.60325	7.3854090E-004
1.60475	9.3548512E-004
1.60625	1.2148712E-003
1.60775	1.5661648E-003
1.60925	1.9710457E-003
1.61075	2.4308877E-003
1.61225	2.9420266E-003
1.61375	3.4916382E-003
1.61525	4.1023945E-003
1.61675	4.7204792E-003
1.61825	5.3548231E-003
1.61975	6.0384027E-003
1.62125	6.7439661E-003
1.62275	7.4170120E-003
1.62425	8.0101350E-003
1.62575	8.5858535E-003
1.62725	9.1462284E-003
1.62875	9.6376734E-003
1.63025	1.0059042E-002
1.63175	1.0460029E-002
1.63325	1.0779034E-002
1.63475	1.1001398E-002
1.63625	1.1133534E-002
1.63775	1.1114068E-002
1.63925	1.0986283E-002
1.64075	1.0752697E-002
1.64225	1.0482701E-002
1.64375	1.0151560E-002
1.64525	9.7414134E-003
1.64675	9.2609609E-003
1.64825	8.7424917E-003
1.64975	8.1777666E-003
1.65125	7.5718197E-003
1.65275	6.9528189E-003
1.65425	6.3010710E-003
1.65575	5.7182536E-003
1.65725	5.1299399E-003
1.65875	4.5514731E-003
1.66025	3.9661364E-003
1.66175	3.4119447E-003
1.66325	2.9099658E-003
1.66475	2.4302003E-003
1.66625	1.9907400E-003
1.66775	1.6202099E-003
1.66925	1.3156333E-003
1.67075	1.0351024E-003
1.67225	7.9647923E-004
1.67375	6.0617609E-004
1.67525	4.5113976E-004
1.67675	3.3709526E-004
1.67825	2.4686733E-004
1.67975	1.9442519E-004
1.68125	1.5572336E-004
1.68275	1.4564715E-004
1.68425	1.4747919E-004
1.68575	1.4496014E-004
1.68725	1.6350953E-004
1.68875	1.7976889E-004
1.69025	2.0473043E-004
1.69175	2.1549367E-004
1.69325	2.3152400E-004
1.69475	2.4549328E-004
1.69625	2.4755436E-004
1.69775	2.4389027E-004
1.69925	2.3427205E-004
1.70075	2.2144780E-004
1.70225	2.0587543E-004
