# specimen,CoC2,record_name,P2-02,instrument_id,Co-C(260914B),raw_file,XRR 1_Co-C(260914B).xrdml,role,"Co/C, baseline round 1",points,5302
two_theta_deg,intensity_counts
3.28750,764.0
3.29050,755.0
3.29350,736.0
3.29650,682.0
3.29950,618.0
3.30250,596.0
3.30550,621.0
3.30850,563.0
3.31150,540.0
3.31450,501.0
3.31750,473.0
3.32050,499.0
3.32350,456.0
3.32650,391.0
3.32950,363.0
3.33250,365.0
3.33550,337.0
3.33850,326.0
3.34150,273.0
3.34450,282.0
3.34750,249.0
3.35050,261.0
3.35350,219.0
3.35650,203.0
3.35950,175.0
3.36250,161.0
3.36550,128.0
3.36850,120.0
3.37150,109.0
3.37450,83.0
3.37750,92.0
3.38050,70.0
3.38350,66.0
3.38650,62.0
3.38950,55.0
3.39250,35.0
3.39550,26.0
3.39850,24.0
3.40150,13.0
3.40450,12.0
3.40750,9.0
3.41050,6.0
3.41350,6.0
3.41650,5.0
3.41950,6.0
3.42250,5.0
3.42550,7.0
3.42850,14.0
3.43150,12.0
3.43450,11.0
3.43750,10.0
3.44050,12.0
3.44350,14.0
3.44650,16.0
3.44950,21.0
3.45250,19.0
3.45550,26.0
3.45850,24.0
3.46150,26.0
3.46450,26.0
3.46750,37.0
3.47050,32.0
3.47350,30.0
3.47650,39.0
3.47950,41.0
3.48250,42.0
3.48550,33.0
3.48850,47.0
3.49150,49.0
3.49450,34.0
3.49750,30.0
3.50050,45.0
3.50350,48.0
3.50650,38.0
3.50950,29.0
3.51250,24.0
3.51550,35.0
3.51850,33.0
3.52150,38.0
3.52450,27.0
3.52750,33.0
3.53050,19.0
3.53350,25.0
3.53650,34.0
3.53950,20.0
3.54250,29.0
3.54550,11.0
3.54850,19.0
3.55150,13.0
3.55450,16.0
3.55750,9.0
3.56050,9.0
3.56350,10.0
3.56650,5.0
3.56950,3.0
3.57250,7.0
3.57550,4.0
3.57850,3.0
3.58150,2.0
3.58450,3.0
3.58750,2.0
3.59050,3.0
3.59350,6.0
3.59650,2.0
3.59950,2.0
3.60250,4.0
3.60550,3.0
3.60850,5.0
3.61150,6.0
3.61450,4.0
3.61750,5.0
3.62050,9.0
3.62350,11.0
3.62650,8.0
3.62950,14.0
3.63250,11.0
3.63550,8.0
3.63850,12.0
3.64150,11.0
3.64450,10.0
3.64750,7.0
3.65050,11.0
3.65350,14.0
3.65650,13.0
3.65950,11.0
