# fit,CoC4-expert-full-fit,stored_as,author-fit-P2-04-full-fit.xrcx,min_limit,1.600E-06
two_theta_deg,measured_reflectivity,fitted_reflectivity
3.360,3.494700E-06,1.698500E-06
3.361,3.494700E-06,1.690200E-06
3.363,3.494700E-06,1.715900E-06
3.364,3.276300E-06,1.774000E-06
3.366,3.494700E-06,1.864600E-06
3.367,2.839500E-06,1.986400E-06
3.369,3.494700E-06,2.135100E-06
3.370,3.713200E-06,2.301800E-06
3.372,3.931600E-06,2.473500E-06
3.373,3.931600E-06,2.634400E-06
3.375,3.713200E-06,2.768500E-06
3.376,3.494700E-06,2.861800E-06
3.378,2.839500E-06,2.904700E-06
3.379,2.621100E-06,2.892700E-06
3.381,2.184200E-06,2.827400E-06
3.382,1.965800E-06,2.715900E-06
3.384,1.747400E-06,2.569800E-06
3.385,1.528900E-06,2.403900E-06
3.387,1.965800E-06,2.234000E-06
3.388,2.184200E-06,2.074300E-06
3.390,1.965800E-06,1.935500E-06
3.391,2.402600E-06,1.823800E-06
3.393,2.402600E-06,1.740300E-06
3.394,2.402600E-06,1.682500E-06
3.396,1.965800E-06,1.645400E-06
3.397,1.747400E-06,1.623400E-06
3.399,1.747400E-06,1.611400E-06
3.400,1.310500E-06,1.605700E-06
3.402,1.310500E-06,1.603700E-06
3.403,1.528900E-06,1.604500E-06
3.405,1.528900E-06,1.607700E-06
3.406,1.528900E-06,1.614000E-06
3.408,1.528900E-06,1.624200E-06
3.409,1.747400E-06,1.639000E-06
3.411,1.747400E-06,1.658400E-06
3.412,1.528900E-06,1.681400E-06
3.414,1.528900E-06,1.705700E-06
3.415,1.528900E-06,1.727900E-06
3.417,1.528900E-06,1.744200E-06
3.418,1.310500E-06,1.751600E-06
3.420,1.310500E-06,1.748600E-06
3.421,1.310500E-06,1.735900E-06
3.423,1.310500E-06,1.716000E-06
3.424,1.965800E-06,1.692200E-06
3.426,1.965800E-06,1.668300E-06
3.427,1.965800E-06,1.647100E-06
3.429,1.965800E-06,1.630200E-06
3.430,2.184200E-06,1.618000E-06
3.432,2.402600E-06,1.610000E-06
3.433,1.747400E-06,1.605100E-06
3.435,1.747400E-06,1.602400E-06
3.436,2.184200E-06,1.601100E-06
3.438,2.402600E-06,1.600400E-06
3.439,2.402600E-06,1.600200E-06
3.441,2.402600E-06,1.600100E-06
3.442,2.402600E-06,1.600000E-06
3.444,2.839500E-06,1.600000E-06
3.445,2.402600E-06,1.600000E-06
3.447,2.402600E-06,1.600000E-06
3.448,2.184200E-06,1.600000E-06
3.450,1.965800E-06,1.600000E-06
3.451,1.965800E-06,1.600000E-06
3.453,1.528900E-06,1.600000E-06
3.454,1.528900E-06,1.600000E-06
3.456,1.310500E-06,1.600000E-06
3.457,1.310500E-06,1.600000E-06
3.459,1.310500E-06,1.600000E-06
3.460,1.310500E-06,1.600000E-06
3.462,1.528900E-06,1.600000E-06
3.463,1.528900E-06,1.600000E-06
3.465,1.528900E-06,1.600000E-06
3.466,1.965800E-06,1.600000E-06
3.468,1.965800E-06,1.600000E-06
3.469,1.965800E-06,1.600000E-06
3.471,1.747400E-06,1.600000E-06
3.472,1.747400E-06,1.600000E-06
3.474,1.747400E-06,1.600000E-06
3.475,1.528900E-06,1.600000E-06
3.477,1.965800E-06,1.600000E-06
3.478,1.965800E-06,1.600000E-06
3.480,1.965800E-06,1.600000E-06
3.481,1.965800E-06,1.600000E-06
3.483,1.965800E-06,1.600000E-06
3.484,1.747400E-06,1.600000E-06
3.486,1.528900E-06,1.600000E-06
3.487,1.528900E-06,1.600000E-06
3.489,1.528900E-06,1.600000E-06
3.490,1.528900E-06,1.600000E-06
3.492,2.184200E-06,1.600000E-06
3.493,2.184200E-06,1.600000E-06
3.495,1.965800E-06,1.600000E-06
3.496,1.965800E-06,1.600000E-06
3.498,1.965800E-06,1.600000E-06
3.499,2.184200E-06,1.600000E-06
3.501,1.528900E-06,1.600000E-06
3.502,1.528900E-06,1.600000E-06
3.504,1.528900E-06,1.600000E-06
3.505,1.528900E-06,1.600000E-06
3.507,1.528900E-06,1.600000E-06
3.508,1.310500E-06,1.600000E-06
3.510,1.310500E-06,1.600000E-06
3.511,1.310500E-06,1.600000E-06
3.513,1.310500E-06,1.600000E-06
3.514,1.310500E-06,1.600000E-06
3.516,1.528900E-06,1.600000E-06
3.517,1.747400E-06,1.600000E-06
3.519,1.747400E-06,1.600000E-06
3.520,1.747400E-06,1.600000E-06
3.522,1.965800E-06,1.600000E-06
3.523,1.965800E-06,1.600000E-06
3.525,1.965800E-06,1.600000E-06
3.526,1.747400E-06,1.600000E-06
3.528,1.747400E-06,1.600000E-06
3.529,1.747400E-06,1.600000E-06
3.531,1.747400E-06,1.600000E-06
3.532,1.747400E-06,1.600000E-06
3.534,1.528900E-06,1.600000E-06
3.535,1.528900E-06,1.600000E-06
3.537,1.528900E-06,1.600000E-06
3.538,1.528900E-06,1.600000E-06
3.540,1.528900E-06,1.600000E-06
3.541,1.747400E-06,1.600000E-06
3.543,1.747400E-06,1.600000E-06
3.544,1.747400E-06,1.600000E-06
3.546,1.747400E-06,1.600000E-06
3.547,1.747400E-06,1.600000E-06
3.549,1.528900E-06,1.600000E-06
3.550,1.310500E-06,1.600000E-06
3.552,1.310500E-06,1.600000E-06
3.553,1.310500E-06,1.600000E-06
3.555,1.310500E-06,1.600000E-06
3.556,1.310500E-06,1.600000E-06
3.558,1.310500E-06,1.600000E-06
3.559,1.747400E-06,1.600000E-06
3.561,1.747400E-06,1.600000E-06
3.562,1.747400E-06,1.600000E-06
3.564,1.747400E-06,1.600000E-06
3.565,1.747400E-06,1.600000E-06
3.567,1.747400E-06,1.600000E-06
3.568,1.310500E-06,1.600000E-06
3.570,1.310500E-06,1.600000E-06
3.571,1.310500E-06,1.600000E-06
3.573,1.310500E-06,1.600000E-06
3.574,1.310500E-06,1.600000E-06
3.576,1.310500E-06,1.600000E-06
3.577,1.528900E-06,1.600000E-06
3.579,1.528900E-06,1.600000E-06
3.580,1.528900E-06,1.600000E-06
3.582,1.528900E-06,1.600000E-06
3.583,1.528900E-06,1.600000E-06
3.585,1.528900E-06,1.600000E-06
3.586,1.310500E-06,1.600000E-06
3.588,1.310500E-06,1.600000E-06
3.589,1.310500E-06,1.600000E-06
3.591,1.310500E-06,1.600000E-06
3.592,1.310500E-06,1.600000E-06
3.594,1.310500E-06,1.600000E-06
3.595,1.310500E-06,1.600000E-06
3.597,1.310500E-06,1.600000E-06
3.598,1.310500E-06,1.600000E-06
3.600,1.310500E-06,1.600000E-06
3.601,1.310500E-06,1.600000E-06
3.603,1.310500E-06,1.600000E-06
3.604,1.310500E-06,1.600000E-06
3.606,1.310500E-06,1.600000E-06
3.607,1.310500E-06,1.600000E-06
3.609,1.528900E-06,1.600000E-06
3.610,1.528900E-06,1.600000E-06
3.612,1.528900E-06,1.600000E-06
3.613,1.528900E-06,1.600000E-06
3.615,1.965800E-06,1.600000E-06
3.616,2.402600E-06,1.600000E-06
3.618,2.184200E-06,1.600000E-06
3.619,2.402600E-06,1.600000E-06
3.621,2.402600E-06,1.600000E-06
3.622,2.402600E-06,1.600000E-06
3.624,1.965800E-06,1.600000E-06
3.625,1.528900E-06,1.600000E-06
3.627,1.747400E-06,1.600000E-06
3.628,1.747400E-06,1.600000E-06
3.630,1.965800E-06,1.600000E-06
3.631,1.965800E-06,1.600000E-06
3.633,1.965800E-06,1.600000E-06
3.634,1.965800E-06,1.600000E-06
3.636,1.747400E-06,1.600000E-06
3.637,1.528900E-06,1.600000E-06
3.639,1.310500E-06,1.600000E-06
3.640,1.528900E-06,1.600000E-06
3.642,1.747400E-06,1.600000E-06
3.643,1.747400E-06,1.600000E-06
3.645,1.747400E-06,1.600000E-06
3.646,1.747400E-06,1.600000E-06
3.648,1.747400E-06,1.600000E-06
3.649,1.747400E-06,1.600000E-06
3.651,1.747400E-06,1.600000E-06
3.652,1.747400E-06,1.600000E-06
3.654,1.965800E-06,1.600000E-06
3.655,1.965800E-06,1.600000E-06
3.657,1.965800E-06,1.600000E-06
3.658,1.747400E-06,1.600000E-06
3.660,1.528900E-06,1.600000E-06
3.661,1.965800E-06,1.600000E-06
3.663,1.965800E-06,1.600000E-06
3.664,1.965800E-06,1.600000E-06
3.666,1.965800E-06,1.600000E-06
3.667,1.965800E-06,1.600000E-06
3.669,1.965800E-06,1.600000E-06
3.670,1.528900E-06,1.600000E-06
3.672,1.310500E-06,1.600000E-06
3.673,1.310500E-06,1.600000E-06
3.675,1.310500E-06,1.600000E-06
3.676,1.310500E-06,1.600000E-06
3.678,1.310500E-06,1.600000E-06
3.679,1.528900E-06,1.600000E-06
3.681,1.528900E-06,1.600000E-06
3.682,1.528900E-06,1.600000E-06
3.684,1.528900E-06,1.600000E-06
3.685,1.965800E-06,1.600000E-06
3.687,1.965800E-06,1.600000E-06
3.688,1.747400E-06,1.600000E-06
3.690,1.747400E-06,1.600000E-06
3.691,1.747400E-06,1.600000E-06
3.693,1.747400E-06,1.600000E-06
3.694,1.528900E-06,1.600000E-06
3.696,1.528900E-06,1.600000E-06
3.697,1.528900E-06,1.600000E-06
3.699,1.528900E-06,1.600000E-06
3.700,1.528900E-06,1.600000E-06
3.702,1.528900E-06,1.600000E-06
3.703,1.747400E-06,1.600000E-06
3.705,1.747400E-06,1.600000E-06
3.706,1.747400E-06,1.600000E-06
3.708,1.747400E-06,1.600000E-06
3.709,1.747400E-06,1.600000E-06
3.711,1.747400E-06,1.600000E-06
3.712,1.310500E-06,1.600000E-06
3.714,1.310500E-06,1.600000E-06
3.715,1.310500E-06,1.600000E-06
3.717,1.310500E-06,1.600000E-06
3.718,1.310500E-06,1.600000E-06
3.720,1.310500E-06,1.600000E-06
3.721,1.310500E-06,1.600000E-06
3.723,1.310500E-06,1.600000E-06
3.724,1.528900E-06,1.600000E-06
3.726,1.528900E-06,1.600000E-06
3.727,1.528900E-06,1.600000E-06
3.729,1.528900E-06,1.600000E-06
3.730,1.528900E-06,1.600000E-06
3.732,1.528900E-06,1.600000E-06
3.733,1.310500E-06,1.600000E-06
3.735,1.310500E-06,1.600000E-06
3.736,1.310500E-06,1.600000E-06
3.738,1.310500E-06,1.600000E-06
3.739,1.310500E-06,1.600000E-06
3.741,1.310500E-06,1.600000E-06
3.742,1.310500E-06,1.600000E-06
3.744,1.310500E-06,1.600000E-06
3.745,1.310500E-06,1.600000E-06
3.747,1.528900E-06,1.600000E-06
3.748,1.528900E-06,1.600000E-06
3.750,1.528900E-06,1.600000E-06
3.751,1.528900E-06,1.600000E-06
3.753,1.528900E-06,1.600000E-06
3.754,1.528900E-06,1.600000E-06
3.756,1.310500E-06,1.600000E-06
3.757,1.528900E-06,1.600000E-06
3.759,1.528900E-06,1.600000E-06
3.760,1.528900E-06,1.600000E-06
3.762,1.528900E-06,1.600000E-06
3.763,1.528900E-06,1.600000E-06
3.765,1.528900E-06,1.600000E-06
3.766,1.310500E-06,1.600000E-06
3.768,1.310500E-06,1.600000E-06
3.769,1.310500E-06,1.600000E-06
3.771,1.310500E-06,1.600000E-06
3.772,1.310500E-06,1.600000E-06
3.774,1.528900E-06,1.600000E-06
3.775,1.528900E-06,1.600000E-06
3.777,1.528900E-06,1.600000E-06
3.778,1.528900E-06,1.600000E-06
3.780,1.528900E-06,1.600000E-06
3.781,1.528900E-06,1.600000E-06
3.783,1.528900E-06,1.600000E-06
3.784,1.965800E-06,1.600000E-06
3.786,2.184200E-06,1.600000E-06
3.787,2.402600E-06,1.600000E-06
3.789,2.402600E-06,1.600000E-06
3.790,2.402600E-06,1.600000E-06
3.792,2.839500E-06,1.600000E-06
3.793,2.402600E-06,1.600000E-06
3.795,2.184200E-06,1.600000E-06
3.796,1.965800E-06,1.600000E-06
3.798,1.965800E-06,1.600000E-06
3.799,1.965800E-06,1.600000E-06
3.801,1.310500E-06,1.600000E-06
3.802,1.310500E-06,1.600000E-06
3.804,1.310500E-06,1.600000E-06
3.805,1.310500E-06,1.600000E-06
3.807,1.310500E-06,1.600000E-06
3.808,1.310500E-06,1.600000E-06
3.810,1.310500E-06,1.600000E-06
3.811,1.310500E-06,1.600000E-06
3.813,1.310500E-06,1.600000E-06
3.814,1.310500E-06,1.600000E-06
3.816,1.528900E-06,1.600000E-06
3.817,1.528900E-06,1.600000E-06
3.819,1.528900E-06,1.600000E-06
3.820,1.528900E-06,1.600000E-06
3.822,1.528900E-06,1.600000E-06
3.823,1.528900E-06,1.600000E-06
3.825,1.310500E-06,1.600000E-06
3.826,1.310500E-06,1.600000E-06
3.828,1.310500E-06,1.600000E-06
3.829,1.310500E-06,1.600000E-06
3.831,1.310500E-06,1.600000E-06
3.832,1.528900E-06,1.600000E-06
3.834,1.965800E-06,1.600000E-06
3.835,1.965800E-06,1.600000E-06
3.837,1.965800E-06,1.600000E-06
3.838,1.965800E-06,1.600000E-06
3.840,1.965800E-06,1.600000E-06
3.841,2.184200E-06,1.600000E-06
3.843,1.747400E-06,1.600000E-06
3.844,1.747400E-06,1.600000E-06
3.846,1.747400E-06,1.600000E-06
3.847,1.747400E-06,1.600000E-06
3.849,1.747400E-06,1.600000E-06
3.850,1.747400E-06,1.600000E-06
3.852,1.965800E-06,1.600000E-06
3.853,1.965800E-06,1.600000E-06
3.855,1.965800E-06,1.600000E-06
3.856,1.965800E-06,1.600000E-06
3.858,2.184200E-06,1.600000E-06
3.859,1.747400E-06,1.600000E-06
3.861,1.528900E-06,1.600000E-06
3.862,1.747400E-06,1.600000E-06
3.864,1.965800E-06,1.600000E-06
3.865,1.965800E-06,1.600000E-06
3.867,1.965800E-06,1.600000E-06
3.868,1.965800E-06,1.600000E-06
3.870,1.965800E-06,1.600000E-06
3.871,1.747400E-06,1.600000E-06
3.873,1.528900E-06,1.600000E-06
3.874,1.528900E-06,1.600000E-06
3.876,1.747400E-06,1.600000E-06
3.877,1.965800E-06,1.600000E-06
3.879,1.965800E-06,1.600000E-06
3.880,1.965800E-06,1.600000E-06
3.882,1.965800E-06,1.600000E-06
3.883,2.184200E-06,1.600000E-06
3.885,1.747400E-06,1.600000E-06
3.886,1.528900E-06,1.600000E-06
3.888,1.528900E-06,1.600000E-06
3.889,1.528900E-06,1.600000E-06
3.891,1.965800E-06,1.600000E-06
3.892,1.747400E-06,1.600000E-06
3.894,1.747400E-06,1.600000E-06
3.895,1.747400E-06,1.600000E-06
3.897,1.747400E-06,1.600000E-06
3.898,2.402600E-06,1.600000E-06
3.900,2.402600E-06,1.600000E-06
3.901,2.402600E-06,1.600000E-06
3.903,2.402600E-06,1.600000E-06
3.904,2.621100E-06,1.600000E-06
3.906,2.621100E-06,1.600000E-06
3.907,1.965800E-06,1.600000E-06
3.909,1.528900E-06,1.600000E-06
3.910,1.528900E-06,1.600000E-06
3.912,1.747400E-06,1.600000E-06
3.913,1.528900E-06,1.600000E-06
3.915,1.528900E-06,1.600000E-06
3.916,1.528900E-06,1.600000E-06
3.918,1.528900E-06,1.600000E-06
3.919,2.402600E-06,1.600100E-06
3.921,2.184200E-06,1.600200E-06
3.922,2.184200E-06,1.600500E-06
3.924,2.184200E-06,1.601300E-06
3.925,2.184200E-06,1.603100E-06
3.927,2.402600E-06,1.606800E-06
3.928,1.528900E-06,1.614000E-06
3.930,2.184200E-06,1.626600E-06
3.931,2.184200E-06,1.647100E-06
3.933,2.402600E-06,1.677900E-06
3.934,3.057900E-06,1.720500E-06
3.936,3.057900E-06,1.774400E-06
3.937,3.276300E-06,1.836900E-06
3.939,3.276300E-06,1.902500E-06
3.940,3.494700E-06,1.963600E-06
3.942,3.276300E-06,2.012200E-06
3.943,2.621100E-06,2.040900E-06
3.945,2.402600E-06,2.045300E-06
3.946,2.402600E-06,2.024700E-06
3.948,1.747400E-06,1.982300E-06
3.949,1.747400E-06,1.924500E-06
3.951,1.747400E-06,1.859400E-06
3.952,2.621100E-06,1.794900E-06
3.954,2.621100E-06,1.737600E-06
3.955,2.621100E-06,1.691200E-06
3.957,2.621100E-06,1.657200E-06
3.958,2.621100E-06,1.635400E-06
3.960,2.839500E-06,1.624700E-06
3.961,3.057900E-06,1.625500E-06
3.963,3.057900E-06,1.639700E-06
3.964,2.839500E-06,1.672400E-06
3.966,3.057900E-06,1.731800E-06
3.967,3.057900E-06,1.828400E-06
3.969,3.494700E-06,1.973500E-06
3.970,2.402600E-06,2.176600E-06
3.972,2.621100E-06,2.442300E-06
3.973,2.621100E-06,2.768400E-06
3.975,2.839500E-06,3.144400E-06
3.976,3.494700E-06,3.552300E-06
3.978,3.494700E-06,3.968000E-06
3.979,3.931600E-06,4.364500E-06
3.981,4.368400E-06,4.714600E-06
3.982,4.805300E-06,4.993500E-06
3.984,5.460500E-06,5.180600E-06
3.985,5.897400E-06,5.261200E-06
3.987,6.334200E-06,5.227300E-06
3.988,6.989500E-06,5.079300E-06
3.990,7.644700E-06,4.826100E-06
3.991,8.736800E-06,4.485600E-06
3.993,8.300000E-06,4.084300E-06
3.994,7.426300E-06,3.655500E-06
3.996,6.771000E-06,3.236400E-06
3.997,6.334200E-06,2.866200E-06
3.999,5.023700E-06,2.584200E-06
4.000,4.368400E-06,3.943500E-06
4.002,3.713200E-06,3.537300E-06
4.003,3.494700E-06,3.137000E-06
4.005,3.057900E-06,2.757900E-06
4.006,2.621100E-06,2.413300E-06
4.008,3.494700E-06,2.187400E-06
4.009,3.931600E-06,2.185800E-06
4.011,4.150000E-06,2.458200E-06
4.012,5.242100E-06,3.078600E-06
4.014,6.115800E-06,4.104200E-06
4.015,8.081600E-06,5.548800E-06
4.017,1.026600E-05,7.432000E-06
4.018,1.223200E-05,9.822500E-06
4.020,1.419700E-05,1.276100E-05
4.021,1.463400E-05,1.630000E-05
4.023,1.725500E-05,2.045400E-05
4.024,1.878400E-05,2.519800E-05
4.026,2.140500E-05,3.045400E-05
4.027,2.206100E-05,3.618100E-05
4.029,2.708400E-05,4.230200E-05
4.030,3.451100E-05,4.872300E-05
4.032,3.822400E-05,5.536100E-05
4.033,4.171800E-05,6.212700E-05
4.035,4.346600E-05,6.887600E-05
4.036,4.608700E-05,7.551700E-05
4.038,4.848900E-05,8.191900E-05
4.039,4.674200E-05,8.798000E-05
4.041,4.761600E-05,9.356900E-05
4.042,4.827100E-05,9.857300E-05
4.044,4.936300E-05,1.028900E-04
4.045,5.045500E-05,1.064500E-04
4.047,5.111000E-05,1.091700E-04
4.048,5.700800E-05,1.109900E-04
4.050,5.875500E-05,1.118800E-04
4.051,6.225000E-05,1.118400E-04
4.053,6.050300E-05,1.108500E-04
4.054,6.356000E-05,1.089400E-04
4.056,5.897400E-05,1.061400E-04
4.057,5.242100E-05,1.025100E-04
4.059,4.980000E-05,9.814700E-05
4.060,4.543200E-05,9.312100E-05
4.062,4.608700E-05,8.753200E-05
4.063,3.997100E-05,8.147300E-05
4.065,3.866000E-05,7.507900E-05
4.066,3.538400E-05,6.846300E-05
4.068,3.298200E-05,6.174900E-05
4.069,2.861300E-05,5.505600E-05
4.071,2.511800E-05,4.848800E-05
4.072,2.293400E-05,4.213200E-05
4.074,2.075000E-05,3.609000E-05
4.075,1.856600E-05,3.042600E-05
4.077,1.507100E-05,2.521400E-05
4.078,1.419700E-05,2.050500E-05
4.080,1.092100E-05,1.637300E-05
4.081,8.736800E-06,1.286100E-05
4.083,7.644700E-06,9.934500E-06
4.084,6.771000E-06,7.549700E-06
4.086,5.678900E-06,5.651300E-06
4.087,4.368400E-06,4.194100E-06
4.089,4.586800E-06,3.134200E-06
4.090,4.586800E-06,2.446300E-06
4.092,3.494700E-06,2.091400E-06
4.093,3.057900E-06,2.011500E-06
4.095,2.839500E-06,2.147500E-06
4.096,2.402600E-06,2.416400E-06
4.098,2.402600E-06,2.717800E-06
4.099,2.402600E-06,3.040400E-06
