# fit,CoC5-expert,stored_as,author-fit-P2-05-Manual-2026-09-18.xrcx,min_limit,1.000E-06
two_theta_deg,measured_reflectivity,fitted_reflectivity
4.604,1.103800E-06,1.007700E-06
4.608,1.103800E-06,1.005000E-06
4.610,1.103800E-06,1.007500E-06
4.614,1.103800E-06,1.016400E-06
4.616,9.658400E-07,1.034700E-06
4.620,9.658400E-07,1.066600E-06
4.622,9.658400E-07,1.115700E-06
4.626,9.658400E-07,1.182900E-06
4.628,1.241800E-06,1.265900E-06
4.631,1.793700E-06,1.358800E-06
4.635,1.793700E-06,1.453700E-06
4.637,1.793700E-06,1.542300E-06
4.641,1.793700E-06,1.617300E-06
4.643,1.793700E-06,1.673300E-06
4.647,1.931700E-06,1.706500E-06
4.649,1.379800E-06,1.714700E-06
4.653,1.655700E-06,1.697600E-06
4.655,1.931700E-06,1.656000E-06
4.659,2.207600E-06,1.592600E-06
4.661,2.207600E-06,1.511800E-06
4.665,1.793700E-06,1.419700E-06
4.668,1.793700E-06,1.324000E-06
4.670,1.517700E-06,1.233300E-06
4.674,1.241800E-06,1.155100E-06
4.676,1.241800E-06,1.094300E-06
4.680,1.241800E-06,1.051900E-06
4.682,1.241800E-06,1.025700E-06
4.686,1.379800E-06,1.011400E-06
4.688,1.241800E-06,1.004600E-06
4.692,1.379800E-06,1.002100E-06
4.694,1.103800E-06,1.002100E-06
4.698,1.379800E-06,1.004900E-06
4.701,1.379800E-06,1.011900E-06
4.703,1.241800E-06,1.026500E-06
4.707,1.241800E-06,1.052700E-06
4.709,1.241800E-06,1.094100E-06
4.713,1.517700E-06,1.152200E-06
4.715,1.379800E-06,1.225000E-06
4.719,1.379800E-06,1.307000E-06
4.721,1.379800E-06,1.390400E-06
4.725,1.379800E-06,1.466800E-06
4.727,1.517700E-06,1.529100E-06
4.731,1.379800E-06,1.571800E-06
4.734,1.241800E-06,1.591600E-06
4.736,1.241800E-06,1.587000E-06
4.740,1.241800E-06,1.558000E-06
4.742,1.379800E-06,1.506800E-06
4.746,1.103800E-06,1.437500E-06
4.748,9.658400E-07,1.356500E-06
4.752,9.658400E-07,1.271900E-06
4.754,9.658400E-07,1.192400E-06
4.758,9.658400E-07,1.125000E-06
4.760,9.658400E-07,1.074000E-06
4.764,1.103800E-06,1.039500E-06
4.766,1.103800E-06,1.018900E-06
4.769,1.103800E-06,1.008100E-06
4.773,1.103800E-06,1.003100E-06
4.775,1.103800E-06,1.001100E-06
4.779,9.658400E-07,1.000700E-06
4.781,8.278600E-07,1.001400E-06
4.785,8.278600E-07,1.004000E-06
4.787,8.278600E-07,1.010300E-06
4.791,8.278600E-07,1.023500E-06
4.793,8.278600E-07,1.047700E-06
4.797,8.278600E-07,1.086400E-06
4.799,8.278600E-07,1.141300E-06
4.802,8.278600E-07,1.210500E-06
4.806,9.658400E-07,1.288300E-06
4.808,9.658400E-07,1.366500E-06
4.812,9.658400E-07,1.436500E-06
4.814,1.241800E-06,1.491000E-06
4.818,1.241800E-06,1.524500E-06
4.820,1.931700E-06,1.534100E-06
4.824,1.931700E-06,1.518800E-06
4.826,1.931700E-06,1.480000E-06
4.830,1.931700E-06,1.421100E-06
4.832,1.655700E-06,1.348100E-06
4.835,1.931700E-06,1.269000E-06
4.839,1.379800E-06,1.192600E-06
4.841,1.517700E-06,1.126500E-06
4.845,1.655700E-06,1.075600E-06
4.847,1.655700E-06,1.040800E-06
4.851,1.655700E-06,1.019700E-06
4.853,1.517700E-06,1.008500E-06
4.857,1.379800E-06,1.003200E-06
4.859,1.103800E-06,1.001100E-06
4.863,9.658400E-07,1.000500E-06
4.865,1.379800E-06,1.000600E-06
4.869,1.517700E-06,1.001800E-06
4.872,1.379800E-06,1.005000E-06
4.874,1.379800E-06,1.012600E-06
4.878,1.379800E-06,1.028000E-06
4.880,1.517700E-06,1.055800E-06
4.884,1.103800E-06,1.099700E-06
4.886,1.379800E-06,1.160800E-06
4.890,1.379800E-06,1.236700E-06
4.892,1.379800E-06,1.320700E-06
4.896,1.931700E-06,1.403700E-06
4.898,1.931700E-06,1.476200E-06
4.902,1.931700E-06,1.530500E-06
4.905,1.931700E-06,1.561000E-06
4.907,2.483600E-06,1.564800E-06
4.911,2.483600E-06,1.541500E-06
4.913,1.931700E-06,1.493100E-06
4.917,1.793700E-06,1.424300E-06
4.919,1.793700E-06,1.342400E-06
4.923,1.379800E-06,1.257000E-06
4.925,8.278600E-07,1.177600E-06
4.929,8.278600E-07,1.112000E-06
4.931,9.658400E-07,1.063800E-06
4.935,9.658400E-07,1.032600E-06
4.938,9.658400E-07,1.014800E-06
4.940,9.658400E-07,1.006000E-06
4.944,9.658400E-07,1.002100E-06
4.946,9.658400E-07,1.000700E-06
4.950,8.278600E-07,1.000500E-06
4.952,8.278600E-07,1.001200E-06
4.956,8.278600E-07,1.003700E-06
4.958,8.278600E-07,1.009800E-06
4.962,9.658400E-07,1.023200E-06
4.964,1.103800E-06,1.049000E-06
4.968,1.379800E-06,1.092700E-06
4.970,1.517700E-06,1.158300E-06
4.973,1.517700E-06,1.245700E-06
4.977,1.517700E-06,1.350100E-06
4.979,1.379800E-06,1.462200E-06
4.983,1.241800E-06,1.570400E-06
4.985,9.658400E-07,1.663900E-06
4.989,8.278600E-07,1.733800E-06
4.991,8.278600E-07,1.773800E-06
4.995,9.658400E-07,1.780700E-06
4.997,1.103800E-06,1.753700E-06
5.001,1.241800E-06,1.694800E-06
5.003,1.241800E-06,1.608800E-06
5.006,1.379800E-06,1.503700E-06
5.010,1.517700E-06,1.390500E-06
5.012,1.379800E-06,1.281000E-06
5.016,1.241800E-06,1.186000E-06
5.018,1.103800E-06,1.112200E-06
5.022,1.103800E-06,1.061200E-06
5.024,9.658400E-07,1.029900E-06
5.028,8.278600E-07,1.013100E-06
5.030,1.103800E-06,1.005100E-06
5.034,1.103800E-06,1.002100E-06
5.036,1.103800E-06,1.001800E-06
5.040,1.103800E-06,1.004200E-06
5.043,1.379800E-06,1.011400E-06
5.045,1.379800E-06,1.028000E-06
5.049,1.103800E-06,1.061200E-06
5.051,1.103800E-06,1.119800E-06
5.055,1.379800E-06,1.211800E-06
5.057,1.517700E-06,1.340900E-06
5.061,1.379800E-06,1.503800E-06
5.063,1.379800E-06,1.690700E-06
5.067,1.379800E-06,1.887000E-06
5.069,1.931700E-06,2.076700E-06
5.073,1.931700E-06,2.245400E-06
5.076,1.931700E-06,2.381400E-06
5.078,2.621600E-06,2.476200E-06
5.082,2.897500E-06,2.524100E-06
5.084,3.587400E-06,2.522000E-06
5.088,3.035500E-06,2.469200E-06
5.090,3.173500E-06,2.367800E-06
5.094,3.449400E-06,2.223200E-06
5.096,2.621600E-06,2.044900E-06
5.100,2.345600E-06,1.846200E-06
5.102,1.793700E-06,1.644100E-06
5.106,1.793700E-06,1.456500E-06
5.109,1.517700E-06,1.298300E-06
5.111,1.103800E-06,1.178000E-06
5.115,1.379800E-06,1.096300E-06
5.117,1.379800E-06,1.047100E-06
5.121,1.379800E-06,1.021900E-06
5.123,1.655700E-06,1.013500E-06
5.127,1.517700E-06,1.019200E-06
5.129,1.517700E-06,1.043200E-06
5.133,1.379800E-06,1.097000E-06
5.135,1.655700E-06,1.197700E-06
5.139,1.517700E-06,1.364200E-06
5.141,1.655700E-06,1.611100E-06
5.144,1.655700E-06,1.942900E-06
5.148,1.655700E-06,2.351700E-06
5.150,1.931700E-06,2.819500E-06
5.154,2.069600E-06,3.322700E-06
5.156,2.207600E-06,3.836700E-06
5.160,2.207600E-06,4.338300E-06
5.162,2.621600E-06,4.806700E-06
5.166,2.897500E-06,5.223300E-06
5.168,2.621600E-06,5.571700E-06
5.172,2.483600E-06,5.837800E-06
5.174,3.035500E-06,6.010300E-06
5.177,3.035500E-06,6.081000E-06
5.181,3.311400E-06,6.045100E-06
5.183,3.173500E-06,5.901800E-06
5.187,3.035500E-06,5.654400E-06
5.189,3.311400E-06,5.311100E-06
5.193,3.035500E-06,4.884500E-06
5.195,2.897500E-06,4.392500E-06
5.199,2.897500E-06,3.858000E-06
5.201,2.897500E-06,3.308600E-06
5.205,2.897500E-06,2.775800E-06
5.207,2.345600E-06,2.293200E-06
5.210,2.069600E-06,1.893300E-06
5.214,1.793700E-06,1.605800E-06
5.216,1.379800E-06,1.457300E-06
5.220,1.379800E-06,1.474600E-06
5.222,1.655700E-06,1.688200E-06
5.226,1.931700E-06,2.132500E-06
5.228,2.483600E-06,2.842900E-06
5.232,3.173500E-06,3.849900E-06
5.234,3.449400E-06,5.175400E-06
5.238,4.139300E-06,6.832100E-06
5.240,6.071000E-06,8.824300E-06
5.244,7.864700E-06,1.115000E-05
5.247,1.007200E-05,1.380300E-05
5.249,1.283200E-05,1.676800E-05
5.253,1.628100E-05,2.002400E-05
5.255,2.028300E-05,2.354300E-05
5.259,2.345600E-05,2.729000E-05
5.261,2.607800E-05,3.122500E-05
5.265,2.883700E-05,3.530400E-05
5.267,3.104500E-05,3.947800E-05
5.271,3.449400E-05,4.369300E-05
5.273,4.015100E-05,4.789300E-05
5.277,4.415300E-05,5.201800E-05
5.280,4.718800E-05,5.600900E-05
5.282,5.187900E-05,5.981200E-05
5.286,5.629400E-05,6.337100E-05
5.288,5.988200E-05,6.663400E-05
5.292,5.877800E-05,6.955100E-05
5.294,6.071000E-05,7.207700E-05
5.298,6.471100E-05,7.417100E-05
5.300,6.622900E-05,7.580200E-05
5.304,6.843600E-05,7.694600E-05
5.306,6.802200E-05,7.758500E-05
5.310,7.078200E-05,7.771300E-05
5.313,7.299000E-05,7.733000E-05
5.315,7.368000E-05,7.644500E-05
5.319,7.243800E-05,7.507300E-05
5.321,7.064400E-05,7.323800E-05
5.325,7.064400E-05,7.097000E-05
5.327,6.691900E-05,6.830400E-05
5.331,6.346900E-05,6.528300E-05
5.333,5.919200E-05,6.195200E-05
5.337,5.491500E-05,5.836300E-05
5.339,5.077500E-05,5.456800E-05
5.343,4.718800E-05,5.062300E-05
5.345,4.401500E-05,4.658500E-05
5.348,3.890900E-05,4.251000E-05
5.352,3.490800E-05,3.845300E-05
5.354,3.297600E-05,3.446700E-05
5.358,3.007900E-05,3.059700E-05
5.360,2.566400E-05,2.688900E-05
5.364,2.262800E-05,2.338300E-05
5.366,2.014500E-05,2.011200E-05
5.370,1.862700E-05,1.710500E-05
5.372,1.531500E-05,1.438100E-05
5.376,1.297000E-05,1.195200E-05
5.378,1.145200E-05,9.823800E-06
5.381,1.048600E-05,7.995200E-06
5.385,8.554500E-06,6.460100E-06
5.387,6.484900E-06,5.206900E-06
5.391,5.657000E-06,4.219200E-06
5.393,4.691200E-06,3.476400E-06
5.397,4.415300E-06,2.954300E-06
5.399,3.725400E-06,2.626200E-06
5.403,3.173500E-06,2.463900E-06
5.405,2.621600E-06,2.437900E-06
5.409,2.483600E-06,2.518700E-06
5.411,2.345600E-06,2.677200E-06
5.415,1.655700E-06,2.885600E-06
5.418,1.379800E-06,3.117900E-06
5.420,1.793700E-06,3.351100E-06
5.424,2.345600E-06,3.565000E-06
5.426,2.621600E-06,3.743400E-06
5.430,3.035500E-06,3.873600E-06
5.432,3.587400E-06,3.946300E-06
5.436,3.449400E-06,3.956400E-06
5.438,3.035500E-06,3.902000E-06
5.442,3.035500E-06,3.784700E-06
5.444,2.621600E-06,3.609300E-06
5.448,2.621600E-06,3.383000E-06
5.451,2.897500E-06,3.115400E-06
5.453,3.311400E-06,2.818100E-06
5.457,3.587400E-06,2.504600E-06
5.459,3.035500E-06,2.190400E-06
5.463,3.173500E-06,1.892600E-06
5.465,2.897500E-06,1.628100E-06
5.469,2.069600E-06,1.410400E-06
5.471,1.517700E-06,1.246400E-06
5.475,1.241800E-06,1.134600E-06
5.477,1.241800E-06,1.066300E-06
5.481,1.103800E-06,1.029300E-06
5.484,1.103800E-06,1.011700E-06
5.486,9.658400E-07,1.004800E-06
5.490,1.241800E-06,1.003900E-06
5.492,1.379800E-06,1.007700E-06
5.496,1.379800E-06,1.018100E-06
5.498,1.379800E-06,1.038900E-06
5.502,1.655700E-06,1.075200E-06
5.504,1.931700E-06,1.130800E-06
5.508,1.655700E-06,1.206000E-06
5.510,1.793700E-06,1.296800E-06
5.514,2.207600E-06,1.394500E-06
5.516,2.207600E-06,1.488500E-06
5.519,1.931700E-06,1.568100E-06
5.523,1.655700E-06,1.625100E-06
5.525,1.655700E-06,1.654000E-06
5.529,1.517700E-06,1.652500E-06
5.531,1.103800E-06,1.620600E-06
5.535,1.241800E-06,1.561400E-06
5.537,1.241800E-06,1.480400E-06
5.541,1.241800E-06,1.386100E-06
5.543,1.655700E-06,1.288900E-06
5.547,1.655700E-06,1.199300E-06
5.549,1.655700E-06,1.125500E-06
5.552,1.517700E-06,1.071500E-06
5.556,1.517700E-06,1.036500E-06
5.558,1.517700E-06,1.016600E-06
5.562,1.103800E-06,1.006700E-06
5.564,9.658400E-07,1.002400E-06
5.568,9.658400E-07,1.000700E-06
5.570,9.658400E-07,1.000200E-06
5.574,8.278600E-07,1.000000E-06
5.576,8.278600E-07,1.000000E-06
5.580,8.278600E-07,1.000000E-06
5.582,9.658400E-07,1.000000E-06
5.585,9.658400E-07,1.000200E-06
5.589,1.241800E-06,1.000500E-06
5.591,1.379800E-06,1.001400E-06
5.595,1.517700E-06,1.003600E-06
5.597,1.517700E-06,1.007900E-06
5.601,1.379800E-06,1.015200E-06
5.603,1.379800E-06,1.025900E-06
5.607,1.103800E-06,1.039100E-06
5.609,9.658400E-07,1.052300E-06
5.613,1.241800E-06,1.062300E-06
5.615,1.241800E-06,1.066100E-06
5.619,1.241800E-06,1.062600E-06
5.622,1.241800E-06,1.052900E-06
5.624,1.379800E-06,1.039900E-06
5.628,1.379800E-06,1.026700E-06
5.630,1.103800E-06,1.015900E-06
5.634,1.103800E-06,1.008300E-06
5.636,1.103800E-06,1.003900E-06
5.640,1.103800E-06,1.001600E-06
5.642,9.658400E-07,1.000600E-06
5.646,9.658400E-07,1.000200E-06
5.648,8.278600E-07,1.000000E-06
5.652,8.278600E-07,1.000000E-06
5.655,9.658400E-07,1.000000E-06
5.657,9.658400E-07,1.000000E-06
5.661,9.658400E-07,1.000000E-06
5.663,9.658400E-07,1.000000E-06
5.667,9.658400E-07,1.000000E-06
5.669,9.658400E-07,1.000000E-06
5.673,8.278600E-07,1.000000E-06
5.675,8.278600E-07,1.000000E-06
5.679,8.278600E-07,1.000000E-06
5.681,8.278600E-07,1.000000E-06
5.685,1.103800E-06,1.000000E-06
5.688,1.103800E-06,1.000000E-06
5.690,1.517700E-06,1.000000E-06
5.694,1.655700E-06,1.000000E-06
5.696,1.655700E-06,1.000000E-06
5.700,1.655700E-06,1.000000E-06
5.702,1.379800E-06,1.000000E-06
5.706,1.379800E-06,1.000000E-06
5.708,9.658400E-07,1.000000E-06
5.712,8.278600E-07,1.000000E-06
5.714,8.278600E-07,1.000000E-06
5.718,8.278600E-07,1.000000E-06
5.720,8.278600E-07,1.000000E-06
5.723,8.278600E-07,1.000000E-06
5.727,8.278600E-07,1.000000E-06
5.729,8.278600E-07,1.000000E-06
5.733,8.278600E-07,1.000000E-06
5.735,8.278600E-07,1.000000E-06
5.739,9.658400E-07,1.000000E-06
5.741,9.658400E-07,1.000000E-06
5.745,9.658400E-07,1.000000E-06
5.747,9.658400E-07,1.000000E-06
5.751,9.658400E-07,1.000000E-06
5.753,9.658400E-07,1.000000E-06
5.756,8.278600E-07,1.000000E-06
5.760,9.658400E-07,1.000000E-06
5.762,9.658400E-07,1.000000E-06
5.766,1.103800E-06,1.000000E-06
5.768,1.241800E-06,1.000000E-06
5.772,1.241800E-06,1.000000E-06
5.774,1.241800E-06,1.000000E-06
5.778,1.103800E-06,1.000000E-06
5.780,1.103800E-06,1.000000E-06
5.784,9.658400E-07,1.000000E-06
5.786,8.278600E-07,1.000000E-06
5.790,8.278600E-07,1.000000E-06
5.793,8.278600E-07,1.000000E-06
5.795,8.278600E-07,1.000000E-06
5.799,8.278600E-07,1.000000E-06
5.801,9.658400E-07,1.000000E-06
5.805,9.658400E-07,1.000000E-06
5.807,1.241800E-06,1.000000E-06
5.811,1.379800E-06,1.000000E-06
5.813,1.379800E-06,1.000000E-06
5.817,1.379800E-06,1.000000E-06
5.819,1.241800E-06,1.000000E-06
5.823,1.517700E-06,1.000000E-06
5.826,1.241800E-06,1.000000E-06
5.828,1.103800E-06,1.000000E-06
5.832,1.103800E-06,1.000000E-06
5.834,1.103800E-06,1.000000E-06
5.838,1.103800E-06,1.000000E-06
5.840,8.278600E-07,1.000000E-06
5.844,8.278600E-07,1.000000E-06
5.846,8.278600E-07,1.000000E-06
5.850,8.278600E-07,1.000000E-06
5.852,9.658400E-07,1.000000E-06
5.856,9.658400E-07,1.000000E-06
5.859,9.658400E-07,1.000000E-06
5.861,9.658400E-07,1.000000E-06
5.865,9.658400E-07,1.000000E-06
5.867,9.658400E-07,1.000000E-06
5.871,9.658400E-07,1.000000E-06
5.873,9.658400E-07,1.000000E-06
5.877,9.658400E-07,1.000000E-06
5.879,1.103800E-06,1.000000E-06
5.883,1.103800E-06,1.000000E-06
5.885,1.103800E-06,1.000000E-06
5.889,9.658400E-07,1.000000E-06
5.891,9.658400E-07,1.000000E-06
5.894,9.658400E-07,1.000000E-06
5.898,8.278600E-07,1.000000E-06
5.900,8.278600E-07,1.000000E-06
5.904,8.278600E-07,1.000000E-06
5.906,8.278600E-07,1.000000E-06
5.910,8.278600E-07,1.000000E-06
5.912,8.278600E-07,1.000000E-06
5.916,8.278600E-07,1.000000E-06
5.918,8.278600E-07,1.000000E-06
5.922,8.278600E-07,1.000000E-06
5.924,8.278600E-07,1.000000E-06
5.927,8.278600E-07,1.000000E-06
5.931,8.278600E-07,1.000000E-06
5.933,8.278600E-07,1.000000E-06
5.937,9.658400E-07,1.000000E-06
5.939,9.658400E-07,1.000000E-06
5.943,9.658400E-07,1.000000E-06
5.945,9.658400E-07,1.000000E-06
5.949,9.658400E-07,1.000000E-06
5.951,9.658400E-07,1.000000E-06
5.955,8.278600E-07,1.000000E-06
5.957,8.278600E-07,1.000000E-06
5.960,8.278600E-07,1.000000E-06
5.964,9.658400E-07,1.000000E-06
5.966,9.658400E-07,1.000000E-06
5.970,9.658400E-07,1.000000E-06
5.972,9.658400E-07,1.000000E-06
5.976,9.658400E-07,1.000000E-06
5.978,9.658400E-07,1.000000E-06
5.982,8.278600E-07,1.000000E-06
5.984,8.278600E-07,1.000000E-06
5.988,8.278600E-07,1.000000E-06
5.990,8.278600E-07,1.000000E-06
5.994,8.278600E-07,1.000000E-06
5.997,8.278600E-07,1.000000E-06
5.999,8.278600E-07,1.000000E-06
6.003,8.278600E-07,1.000000E-06
6.005,8.278600E-07,1.000000E-06
6.009,8.278600E-07,1.000000E-06
6.011,9.658400E-07,1.000000E-06
6.015,9.658400E-07,1.000000E-06
6.017,9.658400E-07,1.000000E-06
6.021,9.658400E-07,1.000000E-06
6.023,9.658400E-07,1.000000E-06
6.027,9.658400E-07,1.000000E-06
6.030,8.278600E-07,1.000000E-06
6.032,8.278600E-07,1.000000E-06
6.036,8.278600E-07,1.000000E-06
6.038,9.658400E-07,1.000000E-06
6.042,9.658400E-07,1.000000E-06
6.044,9.658400E-07,1.000000E-06
6.048,9.658400E-07,1.000000E-06
6.050,9.658400E-07,1.000000E-06
6.054,9.658400E-07,1.000000E-06
6.056,8.278600E-07,1.000000E-06
6.060,8.278600E-07,1.000000E-06
6.063,8.278600E-07,1.000000E-06
6.065,8.278600E-07,1.000000E-06
6.069,8.278600E-07,1.000000E-06
6.071,8.278600E-07,1.000000E-06
6.075,8.278600E-07,1.000000E-06
6.077,9.658400E-07,1.000000E-06
6.081,9.658400E-07,1.000000E-06
6.083,1.241800E-06,1.000000E-06
6.087,1.241800E-06,1.000000E-06
6.089,1.241800E-06,1.000000E-06
6.093,1.241800E-06,1.000000E-06
6.095,1.103800E-06,1.000000E-06
6.098,1.103800E-06,1.000000E-06
6.102,8.278600E-07,1.000000E-06
6.104,8.278600E-07,1.000000E-06
6.108,8.278600E-07,1.000000E-06
6.110,8.278600E-07,1.000000E-06
6.114,8.278600E-07,1.000000E-06
6.116,8.278600E-07,1.000000E-06
6.120,8.278600E-07,1.000000E-06
6.122,1.103800E-06,1.000000E-06
6.126,1.103800E-06,1.000000E-06
6.128,1.103800E-06,1.000000E-06
6.131,1.103800E-06,1.000000E-06
6.135,1.103800E-06,1.000000E-06
6.137,1.103800E-06,1.000000E-06
6.141,8.278600E-07,1.000000E-06
6.143,8.278600E-07,1.000000E-06
6.147,8.278600E-07,1.000000E-06
6.149,8.278600E-07,1.000000E-06
6.153,8.278600E-07,1.000000E-06
6.155,8.278600E-07,1.000000E-06
6.159,8.278600E-07,1.000000E-06
6.161,8.278600E-07,1.000000E-06
6.165,8.278600E-07,1.000000E-06
6.168,1.103800E-06,1.000000E-06
6.170,1.241800E-06,1.000000E-06
6.174,1.241800E-06,1.000000E-06
6.176,1.241800E-06,1.000000E-06
6.180,1.379800E-06,1.000000E-06
6.182,1.379800E-06,1.000000E-06
6.186,1.103800E-06,1.000000E-06
6.188,9.658400E-07,1.000000E-06
6.192,9.658400E-07,1.000000E-06
6.194,9.658400E-07,1.000000E-06
6.198,1.103800E-06,1.000000E-06
6.201,1.103800E-06,1.000000E-06
6.203,1.103800E-06,1.000000E-06
6.207,1.103800E-06,1.000000E-06
6.209,1.103800E-06,1.000000E-06
6.213,1.241800E-06,1.000000E-06
6.215,9.658400E-07,1.000000E-06
6.219,1.103800E-06,1.000000E-06
6.221,1.655700E-06,1.000000E-06
6.225,1.655700E-06,1.000000E-06
6.227,1.655700E-06,1.000000E-06
6.231,1.517700E-06,1.000000E-06
6.234,1.517700E-06,1.000000E-06
6.236,1.379800E-06,1.000000E-06
6.240,8.278600E-07,1.000000E-06
6.242,8.278600E-07,1.000000E-06
6.246,8.278600E-07,1.000000E-06
6.248,8.278600E-07,1.000000E-06
6.252,8.278600E-07,1.000000E-06
6.254,8.278600E-07,1.000000E-06
6.258,8.278600E-07,1.000000E-06
6.260,9.658400E-07,1.000000E-06
6.264,9.658400E-07,1.000000E-06
6.266,9.658400E-07,1.000000E-06
6.269,9.658400E-07,1.000000E-06
6.273,9.658400E-07,1.000000E-06
6.275,9.658400E-07,1.000000E-06
6.279,9.658400E-07,1.000000E-06
6.281,1.241800E-06,1.000000E-06
6.285,1.241800E-06,1.000000E-06
6.287,1.241800E-06,1.000000E-06
6.291,1.241800E-06,1.000000E-06
6.293,1.241800E-06,1.000000E-06
6.297,1.241800E-06,1.000000E-06
6.299,9.658400E-07,1.000000E-06
6.302,9.658400E-07,1.000000E-06
6.306,9.658400E-07,1.000000E-06
6.308,9.658400E-07,1.000000E-06
6.312,1.103800E-06,1.000000E-06
6.314,9.658400E-07,1.000000E-06
6.318,9.658400E-07,1.000000E-06
6.320,9.658400E-07,1.000000E-06
6.324,9.658400E-07,1.000000E-06
6.326,9.658400E-07,1.000000E-06
6.330,8.278600E-07,1.000000E-06
6.332,8.278600E-07,1.000000E-06
6.335,1.103800E-06,1.000000E-06
6.339,1.103800E-06,1.000000E-06
6.341,1.241800E-06,1.000000E-06
6.345,1.241800E-06,1.000000E-06
6.347,1.241800E-06,1.000000E-06
6.351,1.241800E-06,1.000000E-06
6.353,9.658400E-07,1.000000E-06
6.357,9.658400E-07,1.000000E-06
6.359,8.278600E-07,1.000000E-06
6.363,8.278600E-07,1.000000E-06
6.365,8.278600E-07,1.000000E-06
6.369,8.278600E-07,1.000000E-06
6.372,8.278600E-07,1.000000E-06
6.374,1.103800E-06,1.000000E-06
6.378,1.103800E-06,1.000000E-06
6.380,1.103800E-06,1.000000E-06
6.384,1.103800E-06,1.000000E-06
6.386,1.103800E-06,1.000000E-06
6.390,1.103800E-06,1.000000E-06
6.392,8.278600E-07,1.000000E-06
6.396,8.278600E-07,1.000000E-06
6.398,8.278600E-07,1.000000E-06
6.402,8.278600E-07,1.000000E-06
6.405,8.278600E-07,1.000000E-06
6.407,8.278600E-07,1.000000E-06
6.411,1.241800E-06,1.000000E-06
6.413,1.241800E-06,1.000000E-06
6.417,1.241800E-06,1.000000E-06
6.419,1.241800E-06,1.000000E-06
6.423,1.379800E-06,1.000000E-06
6.425,1.379800E-06,1.000000E-06
6.429,9.658400E-07,1.000000E-06
6.431,9.658400E-07,1.000000E-06
6.435,9.658400E-07,1.000000E-06
6.438,9.658400E-07,1.000000E-06
6.440,8.278600E-07,1.000000E-06
6.444,8.278600E-07,1.000000E-06
6.446,8.278600E-07,1.000000E-06
6.450,8.278600E-07,1.000000E-06
6.452,1.103800E-06,1.000000E-06
6.456,1.103800E-06,1.000000E-06
6.458,1.103800E-06,1.000000E-06
6.462,1.103800E-06,1.000000E-06
6.464,1.103800E-06,1.000000E-06
6.468,1.103800E-06,1.000000E-06
6.470,8.278600E-07,1.000000E-06
6.473,8.278600E-07,1.000000E-06
6.477,8.278600E-07,1.000000E-06
6.479,8.278600E-07,1.000000E-06
6.483,9.658400E-07,1.000000E-06
6.485,1.103800E-06,1.000000E-06
6.489,1.103800E-06,1.000000E-06
6.491,1.241800E-06,1.000000E-06
6.495,1.379800E-06,1.000000E-06
6.497,2.069600E-06,1.000000E-06
6.501,1.931700E-06,1.000000E-06
6.503,1.793700E-06,1.000000E-06
6.506,1.931700E-06,1.000000E-06
6.510,1.793700E-06,1.000000E-06
6.512,1.793700E-06,1.000000E-06
6.516,1.241800E-06,1.000000E-06
6.518,1.241800E-06,1.000000E-06
6.522,1.241800E-06,1.000000E-06
6.524,1.103800E-06,1.000000E-06
6.528,1.103800E-06,1.000000E-06
6.530,9.658400E-07,1.000000E-06
6.534,8.278600E-07,1.000000E-06
6.536,8.278600E-07,1.000000E-06
6.540,8.278600E-07,1.000000E-06
6.543,8.278600E-07,1.000000E-06
6.545,8.278600E-07,1.000000E-06
6.549,8.278600E-07,1.000000E-06
6.551,8.278600E-07,1.000000E-06
6.555,8.278600E-07,1.000000E-06
6.557,8.278600E-07,1.000000E-06
6.561,9.658400E-07,1.000000E-06
6.563,9.658400E-07,1.000000E-06
6.567,9.658400E-07,1.000000E-06
6.569,9.658400E-07,1.000000E-06
6.573,9.658400E-07,1.000000E-06
6.576,9.658400E-07,1.000000E-06
6.578,8.278600E-07,1.000000E-06
6.582,8.278600E-07,1.000000E-06
6.584,8.278600E-07,1.000000E-06
6.588,8.278600E-07,1.000000E-06
6.590,8.278600E-07,1.000000E-06
6.594,8.278600E-07,1.000000E-06
6.596,8.278600E-07,1.000000E-06
6.600,9.658400E-07,1.000000E-06
6.602,9.658400E-07,1.000000E-06
6.606,9.658400E-07,1.000000E-06
6.609,9.658400E-07,1.000000E-06
6.611,9.658400E-07,1.000000E-06
6.615,9.658400E-07,1.000000E-06
6.617,8.278600E-07,1.000000E-06
6.621,1.103800E-06,1.000000E-06
6.623,1.103800E-06,1.000000E-06
6.627,1.103800E-06,1.000000E-06
6.629,1.241800E-06,1.000000E-06
6.633,1.241800E-06,1.000000E-06
6.635,1.241800E-06,1.000000E-06
6.639,9.658400E-07,1.000000E-06
6.641,9.658400E-07,1.000000E-06
6.644,9.658400E-07,1.000000E-06
6.648,8.278600E-07,1.000000E-06
6.650,8.278600E-07,1.000000E-06
6.654,8.278600E-07,1.000000E-06
6.656,8.278600E-07,1.000000E-06
6.660,8.278600E-07,1.000000E-06
6.662,8.278600E-07,1.000000E-06
6.666,8.278600E-07,1.000000E-06
6.668,8.278600E-07,1.000000E-06
6.672,8.278600E-07,1.000000E-06
6.674,1.103800E-06,1.000000E-06
6.677,1.103800E-06,1.000000E-06
6.681,1.241800E-06,1.000000E-06
6.683,1.517700E-06,1.000000E-06
6.687,1.517700E-06,1.000000E-06
