theta_deg	I
1.32425	1.4483400E-004
1.32575	1.6897300E-004
1.32725	2.0052101E-004
1.32875	2.3374202E-004
1.33025	2.6074899E-004
1.33175	2.8584400E-004
1.33325	3.1571899E-004
1.33475	3.2480099E-004
1.33625	3.2742997E-004
1.33775	3.3412199E-004
1.33925	3.3436099E-004
1.34075	3.3460002E-004
1.34225	3.1810903E-004
1.34375	3.0376902E-004
1.34525	2.8488800E-004
1.34675	2.5190599E-004
1.34825	2.2418202E-004
1.34975	1.9167800E-004
1.35125	1.6490999E-004
1.35275	1.3981499E-004
1.35425	1.2236800E-004
1.35575	1.1065701E-004
1.35725	1.0372599E-004
1.35875	1.0037999E-004
1.36025	9.7990000E-005
1.36175	1.0802800E-004
1.36325	1.2308500E-004
1.36475	1.3981501E-004
1.36625	1.5774000E-004
1.36775	1.8618100E-004
1.36925	2.1103700E-004
1.37075	2.3900000E-004
1.37225	2.6050999E-004
1.37375	2.8656100E-004
1.37525	3.0639800E-004
1.37675	3.1739200E-004
1.37825	3.3101501E-004
1.37975	3.2432299E-004
1.38125	3.1404602E-004
1.38275	2.9779400E-004
1.38425	2.7795698E-004
1.38575	2.5573000E-004
1.38725	2.2513799E-004
1.38875	2.0123798E-004
1.39025	1.7494800E-004
1.39175	1.4794101E-004
1.39325	1.2571400E-004
1.39475	1.0324799E-004
1.39625	8.9386005E-005
1.39775	8.4845000E-005
1.39925	8.5561995E-005
1.40075	9.2492999E-005
1.40225	1.1209099E-004
1.40375	1.2977701E-004
1.40525	1.5176499E-004
1.40675	1.7423100E-004
1.40825	2.0482299E-004
1.40975	2.2872300E-004
1.41125	2.4664801E-004
1.41275	2.6576800E-004
1.41425	2.9301399E-004
1.41575	3.1093901E-004
1.41725	3.1380702E-004
1.41875	3.2336698E-004
1.42025	3.2432299E-004
1.42175	3.0974401E-004
1.42325	2.8703900E-004
1.42475	2.6242199E-004
1.42625	2.3995600E-004
1.42775	2.0482299E-004
1.42925	1.7399200E-004
1.43075	1.5845700E-004
1.43225	1.3431800E-004
1.43375	1.1233000E-004
1.43525	9.4404997E-005
1.43675	8.4845000E-005
1.43825	7.8869998E-005
1.43975	7.5284996E-005
1.44125	8.3171995E-005
1.44275	1.0061901E-004
1.44425	1.2786499E-004
1.44575	1.5128701E-004
1.44725	1.8092302E-004
1.44875	2.1342700E-004
1.45025	2.4330201E-004
1.45175	2.6696300E-004
1.45325	2.8871201E-004
1.45475	3.1476302E-004
1.45625	3.3197101E-004
1.45775	3.3866300E-004
1.45925	3.4033600E-004
1.46075	3.3531699E-004
1.46225	3.1380702E-004
1.46375	2.9158001E-004
1.46525	2.6313899E-004
1.46675	2.3350299E-004
1.46825	2.0243299E-004
1.46975	1.7423100E-004
1.47125	1.5415500E-004
